# ID,Prediction,OTHER,SP(Sec/SPI),CS Position
FOXG_22509_155,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_156,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_38,NO_SP,0.986994,0.013021,
FOXG_15875_25,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_12469_2,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_22509_157,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_26,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_158,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_35,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_159,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_160,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_39,NO_SP,0.986994,0.013021,
FOXG_15875_27,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_15875_28,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_36,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_161,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_43,NO_SP,0.956256,0.043772,
FOXG_22509_162,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_37,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_163,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_13,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_164,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_38,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_15875_29,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14882_14,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_165,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_166,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_167,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_168,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_169,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_40,NO_SP,0.986994,0.013021,
FOXG_22509_170,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_171,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_41,NO_SP,0.986994,0.013021,
FOXG_15875_30,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_15875_31,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_172,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_32,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_173,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_05604_4,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_20914_44,NO_SP,0.956256,0.043772,
FOXG_22509_174,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_175,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_42,NO_SP,0.986994,0.013021,
FOXG_15875_33,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14570_43,NO_SP,0.986994,0.013021,
FOXG_05604_5,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_22509_176,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_44,NO_SP,0.986994,0.013021,
FOXG_14570_45,NO_SP,0.986994,0.013021,
FOXG_22047_13,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14570_46,NO_SP,0.986994,0.013021,
FOXG_22509_177,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_47,NO_SP,0.986994,0.013021,
FOXG_22509_178,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_179,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_39,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14882_15,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_180,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_34,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_181,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_40,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_182,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_41,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_183,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_184,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_48,NO_SP,0.986994,0.013021,
FOXG_15875_35,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_42,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14570_49,NO_SP,0.986994,0.013021,
FOXG_22509_185,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_43,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_07142_30,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_20914_45,NO_SP,0.956256,0.043772,
FOXG_20914_46,NO_SP,0.956256,0.043772,
FOXG_22509_186,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_47,NO_SP,0.956256,0.043772,
FOXG_22509_187,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_36,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_188,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_50,NO_SP,0.986994,0.013021,
FOXG_22509_189,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_16,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_20914_48,NO_SP,0.956256,0.043772,
FOXG_14570_51,NO_SP,0.986994,0.013021,
FOXG_20914_49,NO_SP,0.956256,0.043772,
FOXG_14882_17,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_190,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_191,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_52,NO_SP,0.986994,0.013021,
FOXG_22047_14,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_192,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_193,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14140,SP,0.000208,0.999772,CS pos: 18-19. Pr: 0.9789
FOXG_12469_3,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_14069_2,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_22509_194,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_18,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22047_15,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_195,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_53,NO_SP,0.986994,0.013021,
FOXG_14882_19,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_14882_20,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_20914_50,NO_SP,0.956256,0.043772,
FOXG_14570_54,NO_SP,0.986994,0.013021,
FOXG_15875_37,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_15875_38,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_20914_51,NO_SP,0.956256,0.043772,
FOXG_22047_16,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_20914_52,NO_SP,0.956256,0.043772,
FOXG_20914_53,NO_SP,0.956256,0.043772,
FOXG_22509_196,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_39,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22047_17,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_197,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_198,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_54,NO_SP,0.956256,0.043772,
FOXG_15875_40,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_44,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_199,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_18,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_200,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14140_2,SP,0.000208,0.999772,CS pos: 18-19. Pr: 0.9789
FOXG_14570_55,NO_SP,0.986994,0.013021,
FOXG_15875_41,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_45,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_20914_55,NO_SP,0.956256,0.043772,
FOXG_15875_42,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14882_21,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_201,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_46,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22047_19,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_202,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_43,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_15875_44,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_47,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14882_22,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_20914_56,NO_SP,0.956256,0.043772,
FOXG_15875_45,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_203,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_204,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_20,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14882_23,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_14570_56,NO_SP,0.986994,0.013021,
FOXG_17307_48,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_17307_49,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14570_57,NO_SP,0.986994,0.013021,
FOXG_22047_21,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_15875_46,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_205,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_206,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_47,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_50,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_20914_57,NO_SP,0.956256,0.043772,
FOXG_14570_58,NO_SP,0.986994,0.013021,
FOXG_14882_24,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_20914_58,NO_SP,0.956256,0.043772,
FOXG_14570_59,NO_SP,0.986994,0.013021,
FOXG_15875_48,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22047_22,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_15875_49,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14069_3,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_22047_23,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14570_60,NO_SP,0.986994,0.013021,
FOXG_22047_24,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_20914_59,NO_SP,0.956256,0.043772,
FOXG_22047_25,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_20914_60,NO_SP,0.956256,0.043772,
FOXG_14882_25,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22047_26,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_15875_50,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_51,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_207,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_27,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14882_26,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_14882_27,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22047_28,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14882_28,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_15875_51,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_15875_52,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_52,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_17307_53,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14570_61,NO_SP,0.986994,0.013021,
FOXG_22047_29,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_20914_61,NO_SP,0.956256,0.043772,
FOXG_22509_208,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_54,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_20914_62,NO_SP,0.956256,0.043772,
FOXG_20914_63,NO_SP,0.956256,0.043772,
FOXG_22047_30,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14570_62,NO_SP,0.986994,0.013021,
FOXG_22047_31,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14882_29,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_05604_6,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_15875_53,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_07142_31,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_22509_209,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_64,NO_SP,0.956256,0.043772,
FOXG_12469_4,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_14570_63,NO_SP,0.986994,0.013021,
FOXG_22047_32,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14570_64,NO_SP,0.986994,0.013021,
FOXG_17307_55,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_07142_32,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_22509_210,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_33,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_15875_54,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14570_65,NO_SP,0.986994,0.013021,
FOXG_15875_55,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22047_34,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_17307_56,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_15875_56,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22047_35,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_05604_7,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_22047_36,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_20914_65,NO_SP,0.956256,0.043772,
FOXG_20914_66,NO_SP,0.956256,0.043772,
FOXG_14570_66,NO_SP,0.986994,0.013021,
FOXG_22047_37,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_07142_33,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_14882_30,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22047_38,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_12469_5,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_05604_8,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_20914_67,NO_SP,0.956256,0.043772,
FOXG_07142_34,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_20914_68,NO_SP,0.956256,0.043772,
FOXG_14882_31,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_05604_9,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_12469_6,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_05604_10,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_05604_11,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_05604_12,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_14069_4,SP,0.02217,0.977799,CS pos: 17-18. Pr: 0.8842
FOXG_20914_69,NO_SP,0.956256,0.043772,
FOXG_22047_39,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_05604_13,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_15875_57,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22047_40,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_211,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_41,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_15875_58,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_20914_70,NO_SP,0.956256,0.043772,
FOXG_22047_42,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_20914_71,NO_SP,0.956256,0.043772,
