# ID,Prediction,OTHER,SP(Sec/SPI),CS Position
AF-S3CWG7-F1-model_v4,NO_SP,1.000051,0,
AF-A0A6A6UHK3-F1-model_v4,SP,0.000222,0.999735,CS pos: 19-20. Pr: 0.9783
AF-A0A5C3PC92-F1-model_v4,SP,0.000244,0.999717,CS pos: 19-20. Pr: 0.9767
AF-A0A365MYN4-F1-model_v4,NO_SP,1.000031,0,
AF-A0A427XD21-F1-model_v4,SP,0.000305,0.999669,CS pos: 18-19. Pr: 0.9618
AF-A0A067QDZ0-F1-model_v4,NO_SP,0.79886,0.20113,
AF-A0A3M7JZN8-F1-model_v4,NO_SP,0.999683,0.000348,
AF-G3JUS4-F1-model_v4,SP,0.000251,0.999732,CS pos: 22-23. Pr: 0.9462
AF-A0A0C2TNP7-F1-model_v4,SP,0.000205,0.999756,CS pos: 22-23. Pr: 0.9756
AF-A0A367J2H3-F1-model_v4,SP,0.00047,0.999473,CS pos: 21-22. Pr: 0.9775
AF-A0A6A6EY62-F1-model_v4,SP,0.0003,0.999674,CS pos: 29-30. Pr: 0.4568
AF-A0A2H2YWB3-F1-model_v4,SP,0.000337,0.999624,CS pos: 18-19. Pr: 0.9761
AF-A0A2S4W3F7-F1-model_v4,NO_SP,0.999919,0.000079,
AF-A0A1Y2M5V1-F1-model_v4,SP,0.000211,0.999766,CS pos: 22-23. Pr: 0.9789
AF-A0A137PHW8-F1-model_v4,NO_SP,0.916952,0.083072,
AF-A0A0B2WEI2-F1-model_v4,SP,0.00025,0.999722,CS pos: 28-29. Pr: 0.7925
AF-A0A0F7SXU0-F1-model_v4,SP,0.000233,0.999742,CS pos: 19-20. Pr: 0.9816
AF-A0A1E4T5Q0-F1-model_v4,SP,0.00027,0.999712,CS pos: 26-27. Pr: 0.9104
AF-W9J6Q2-F1-model_v4,NO_SP,1.000037,0,
AF-A0A4Q4M3W3-F1-model_v4,SP,0.000244,0.999734,CS pos: 19-20. Pr: 0.9726
AF-A0A2H3B621-F1-model_v4,SP,0.02096,0.979011,CS pos: 22-23. Pr: 0.9509
AF-A0A1S1VXZ3-F1-model_v4,NO_SP,1.000074,0.000001,
AF-A0A094B990-F1-model_v4,SP,0.000218,0.999734,CS pos: 17-18. Pr: 0.9691
AF-A0A0D0BDR7-F1-model_v4,SP,0.000223,0.99975,CS pos: 30-31. Pr: 0.6782
AF-A0A166W687-F1-model_v4,SP,0.000258,0.999734,CS pos: 20-21. Pr: 0.9813
AF-W3X5K4-F1-model_v4,SP,0.000259,0.999746,CS pos: 20-21. Pr: 0.9660
AF-F9FQ77-F1-model_v4_2,SP,0.000298,0.999666,CS pos: 16-17. Pr: 0.9534
AF-B0DXX4-F1-model_v4,SP,0.000271,0.999711,CS pos: 23-24. Pr: 0.9677
AF-M7XK05-F1-model_v4,NO_SP,1.000051,0,
AF-G2YPQ4-F1-model_v4,NO_SP,1.00005,0.000002,
AF-A0A0L6VP28-F1-model_v4,SP,0.000214,0.999738,CS pos: 26-27. Pr: 0.9700
AF-A0A1E3IW44-F1-model_v4,SP,0.00044,0.999535,CS pos: 24-25. Pr: 0.9169
AF-A0A834SGL6-F1-model_v4,SP,0.000241,0.999747,CS pos: 16-17. Pr: 0.9707
AF-A0A319CIN4-F1-model_v4,SP,0.000575,0.999395,CS pos: 16-17. Pr: 0.9685
AF-A0A5J5F480-F1-model_v4,SP,0.00027,0.999729,CS pos: 18-19. Pr: 0.9759
AF-V5EQS1-F1-model_v4,SP,0.000333,0.999629,CS pos: 27-28. Pr: 0.9600
AF-A0A6A6QK96-F1-model_v4,NO_SP,0.999978,0.000069,
AF-A0A0K6G5M6-F1-model_v4,SP,0.000262,0.999742,CS pos: 21-22. Pr: 0.9700
AF-A0A2I2FK15-F1-model_v4,SP,0.000262,0.99971,CS pos: 19-20. Pr: 0.9824
AF-A0A163IWY6-F1-model_v4,NO_SP,1.000057,0,
AF-A0A139ITE9-F1-model_v4,SP,0.000188,0.999767,CS pos: 22-23. Pr: 0.9798
AF-A0A1X2I4Z9-F1-model_v4,SP,0.000383,0.999601,CS pos: 24-25. Pr: 0.9127
AF-A0A6A6UCK9-F1-model_v4,SP,0.284028,0.715958,CS pos: 23-24. Pr: 0.6567
AF-A0A4Q2V9R4-F1-model_v4,SP,0.028681,0.971286,CS pos: 19-20. Pr: 0.5670
AF-A0A834SGL6-F1-model_v4_2,SP,0.000241,0.999747,CS pos: 16-17. Pr: 0.9707
AF-A0A4P9YUI7-F1-model_v4,SP,0.000222,0.999746,CS pos: 25-26. Pr: 0.9798
AF-A0A2H3CSJ3-F1-model_v4,SP,0.040393,0.959584,CS pos: 22-23. Pr: 0.9319
AF-A0A2S5B9R8-F1-model_v4,SP,0.000413,0.999531,CS pos: 20-21. Pr: 0.9768
AF-A0A364LCC7-F1-model_v4,NO_SP,1.000043,0.000001,
AF-A0A6A5XR06-F1-model_v4,NO_SP,1.000003,0.000001,
AF-A0A5C5FWF2-F1-model_v4,SP,0.000201,0.99978,CS pos: 20-21. Pr: 0.9810
AF-J5TUL5-F1-model_v4,SP,0.000284,0.99969,CS pos: 29-30. Pr: 0.3579
AF-A0A093YFG2-F1-model_v4,NO_SP,1.000061,0,
AF-A0A409Y3C5-F1-model_v4,SP,0.000385,0.999578,CS pos: 21-22. Pr: 0.8233
AF-A0A165XJC3-F1-model_v4,SP,0.000293,0.999688,CS pos: 21-22. Pr: 0.9775
AF-A0A165P801-F1-model_v4,SP,0.000256,0.999712,CS pos: 28-29. Pr: 0.9097
AF-A0A2T3A4D5-F1-model_v4,SP,0.00026,0.999704,CS pos: 30-31. Pr: 0.8818
AF-A0A367J5K2-F1-model_v4,SP,0.000208,0.999772,CS pos: 18-19. Pr: 0.9860
AF-A0A6A5JXL6-F1-model_v4,NO_SP,1.000074,0.000001,
AF-A0A7J6J6X1-F1-model_v4,NO_SP,1.00004,0.000002,
AF-A0A395NKR0-F1-model_v4,SP,0.000321,0.999627,CS pos: 30-31. Pr: 0.6599
AF-A0A137P2U2-F1-model_v4,SP,0.000434,0.999535,CS pos: 18-19. Pr: 0.9710
AF-W9Q3I7-F1-model_v4,NO_SP,0.999465,0.000536,
AF-G9MWP7-F1-model_v4,SP,0.000228,0.999743,CS pos: 17-18. Pr: 0.9641
AF-G2YCF2-F1-model_v4,NO_SP,1.000022,0.000003,
AF-A0A0C4EH16-F1-model_v4,SP,0.000318,0.999678,CS pos: 22-23. Pr: 0.9698
AF-A0A0D2GTA1-F1-model_v4,NO_SP,1.000074,0,
AF-G9N487-F1-model_v4,SP,0.000202,0.999746,CS pos: 19-20. Pr: 0.9786
AF-A0A177C357-F1-model_v4,NO_SP,0.962055,0.037967,
AF-A0A0J0XNM5-F1-model_v4,SP,0.000517,0.999454,CS pos: 15-16. Pr: 0.9654
AF-A0A1Y1W820-F1-model_v4,SP,0.000245,0.99971,CS pos: 16-17. Pr: 0.9677
AF-A0A4S4MRZ5-F1-model_v4,SP,0.000229,0.999748,CS pos: 29-30. Pr: 0.7539
AF-W7E9W4-F1-model_v4,SP,0.00035,0.999637,CS pos: 18-19. Pr: 0.9785
AF-A0A4Q2V9R4-F1-model_v4_2,SP,0.028681,0.971286,CS pos: 19-20. Pr: 0.5670
AF-A0A1Y1VRD3-F1-model_v4,SP,0.003148,0.996836,CS pos: 23-24. Pr: 0.5277
AF-A0A178ABG6-F1-model_v4_2,SP,0.001736,0.998218,CS pos: 16-17. Pr: 0.9404
AF-A0A1A6A219-F1-model_v4,SP,0.000266,0.999716,CS pos: 27-28. Pr: 0.8856
AF-C8VN07-F1-model_v4,SP,0.000194,0.999767,CS pos: 25-26. Pr: 0.7153
AF-A0A0S1MIQ0-F1-model_v4,SP,0.000237,0.999747,CS pos: 17-18. Pr: 0.9800
AF-A0A6G1L065-F1-model_v4,SP,0.00025,0.999726,CS pos: 16-17. Pr: 0.9813
AF-B6QHD0-F1-model_v4,SP,0.002652,0.997302,CS pos: 21-22. Pr: 0.9531
AF-M2ZZ79-F1-model_v4,NO_SP,0.509363,0.490626,
AF-A0A3N4HYU8-F1-model_v4,SP,0.000261,0.999714,CS pos: 31-32. Pr: 0.3862
AF-A0A1V6QPN8-F1-model_v4,NO_SP,1.000083,0.000006,
AF-A0A165DUG4-F1-model_v4,SP,0.000273,0.999728,CS pos: 15-16. Pr: 0.9649
AF-A0A6A6SHH9-F1-model_v4,SP,0.000254,0.999703,CS pos: 18-19. Pr: 0.9751
AF-A0A1J7IYY2-F1-model_v4,NO_SP,1.000065,0,
AF-A0A7C8MGZ6-F1-model_v4,NO_SP,1.000053,0,
AF-A0A2N5SNX2-F1-model_v4,SP,0.010752,0.989238,CS pos: 25-26. Pr: 0.7369
AF-W9NPA0-F1-model_v4,NO_SP,1.000054,0.000001,
AF-A0A7H8R7A9-F1-model_v4,SP,0.000211,0.999781,CS pos: 16-17. Pr: 0.9791
AF-A0A317XZK7-F1-model_v4,SP,0.000336,0.999641,CS pos: 21-22. Pr: 0.9756
AF-A0A094KDJ1-F1-model_v4,NO_SP,1.000063,0.000001,
AF-A0A0P1BA90-F1-model_v4,SP,0.0016,0.998392,CS pos: 22-23. Pr: 0.9289
AF-A0A2T3A4D5-F1-model_v4_2,SP,0.00026,0.999704,CS pos: 30-31. Pr: 0.8818
AF-A0A1L7W1H6-F1-model_v4,NO_SP,1.00005,0.000001,
AF-A0A7T6XR96-F1-model_v4,NO_SP,1.000079,0,
AF-A0A420TI11-F1-model_v4,NO_SP,1.00006,0,
AF-A0A3D8RXB7-F1-model_v4,SP,0.000231,0.99977,CS pos: 19-20. Pr: 0.9760
AF-A0A0C9UMZ3-F1-model_v4,NO_SP,0.999486,0.000496,
AF-A0A316UUH7-F1-model_v4,SP,0.000256,0.999724,CS pos: 20-21. Pr: 0.9861
AF-G2YYI2-F1-model_v4,NO_SP,1.000045,0.000001,
AF-K5WL21-F1-model_v4,SP,0.000207,0.999737,CS pos: 18-19. Pr: 0.9620
AF-A0A284RT10-F1-model_v4,NO_SP,0.998935,0.001091,
AF-A0A4S4KUL1-F1-model_v4,NO_SP,0.615794,0.384199,
AF-K3VR31-F1-model_v4,SP,0.000301,0.999685,CS pos: 24-25. Pr: 0.7525
AF-A0A0H2RPU4-F1-model_v4,SP,0.000746,0.999257,CS pos: 24-25. Pr: 0.9117
AF-M2ZZ79-F1-model_v4_2,NO_SP,0.509363,0.490626,
AF-A0A6A5V3X0-F1-model_v4,SP,0.000211,0.99975,CS pos: 22-23. Pr: 0.9791
AF-A0A197KG66-F1-model_v4,NO_SP,0.938983,0.061032,
AF-A0A1V6UHW7-F1-model_v4,SP,0.000296,0.999679,CS pos: 18-19. Pr: 0.9721
AF-A0A7H8R7A9-F1-model_v4_2,SP,0.000211,0.999781,CS pos: 16-17. Pr: 0.9791
AF-A0A559L2U1-F1-model_v4,NO_SP,1.000049,0.000001,
AF-A0A6A6W945-F1-model_v4,NO_SP,0.997531,0.002508,
AF-A0A179HTM2-F1-model_v4,SP,0.00026,0.999699,CS pos: 20-21. Pr: 0.9728
AF-A0A6A5KDY7-F1-model_v4,SP,0.000225,0.999749,CS pos: 16-17. Pr: 0.9741
AF-W9PFM2-F1-model_v4,NO_SP,1.000053,0,
AF-A0A0A1TRY9-F1-model_v4,SP,0.000401,0.999586,CS pos: 18-19. Pr: 0.9554
AF-A0A484F6H2-F1-model_v4,NO_SP,1.000087,0,
AF-A0A428NTD4-F1-model_v4,NO_SP,1.000042,0,
AF-E2LRZ9-F1-model_v4,SP,0.000211,0.99978,CS pos: 21-22. Pr: 0.9739
AF-A0A6A6JED0-F1-model_v4,SP,0.00028,0.999733,CS pos: 28-29. Pr: 0.9370
AF-A0A4Z1FSH2-F1-model_v4,SP,0.000372,0.999601,CS pos: 18-19. Pr: 0.9743
AF-A0A2A9P6D2-F1-model_v4,SP,0.005183,0.99482,CS pos: 27-28. Pr: 0.9556
AF-W9I3J2-F1-model_v4,NO_SP,0.990788,0.009235,
AF-A0A1M2VP78-F1-model_v4,SP,0.00023,0.99977,CS pos: 26-27. Pr: 0.9371
AF-A0A6A6ZGK9-F1-model_v4,SP,0.000243,0.999714,CS pos: 16-17. Pr: 0.9808
AF-A0A1Y1Z9A3-F1-model_v4,SP,0.000349,0.999641,CS pos: 29-30. Pr: 0.6177
AF-A0A6A6AZF2-F1-model_v4,SP,0.000238,0.999733,CS pos: 22-23. Pr: 0.9772
AF-A0A1E1KY97-F1-model_v4,SP,0.000234,0.999739,CS pos: 27-28. Pr: 0.9077
AF-A0A4P7N9E1-F1-model_v4,SP,0.000266,0.999704,CS pos: 19-20. Pr: 0.9722
AF-A0A2C5ZXS9-F1-model_v4,NO_SP,1.000034,0.000008,
AF-A0A3D8QBU0-F1-model_v4,SP,0.000242,0.999743,CS pos: 25-26. Pr: 0.9392
AF-A0A0S7DTA8-F1-model_v4,SP,0.000199,0.999794,CS pos: 17-18. Pr: 0.9810
AF-A0A1Y2VQ86-F1-model_v4,NO_SP,0.999922,0.0001,
AF-A0A0M8MV41-F1-model_v4,SP,0.000252,0.999722,CS pos: 18-19. Pr: 0.9735
AF-E3QKH1-F1-model_v4_2,SP,0.00216,0.997803,CS pos: 23-24. Pr: 0.9141
AF-W4K9U4-F1-model_v4,NO_SP,0.994341,0.00572,
AF-B0D404-F1-model_v4,NO_SP,1.00005,0.000003,
AF-A0A4Q4UG46-F1-model_v4,SP,0,1.000041,CS pos: 18-19. Pr: 0.9927
AF-A0A2H3ISW1-F1-model_v4,SP,0.000303,0.999673,CS pos: 19-20. Pr: 0.9790
AF-A0A179GJ77-F1-model_v4,SP,0.000312,0.999684,CS pos: 19-20. Pr: 0.9742
AF-A0A4Z0YL53-F1-model_v4,SP,0.000558,0.999412,CS pos: 22-23. Pr: 0.9736
AF-A0A6G1ILT3-F1-model_v4,SP,0.000264,0.999734,CS pos: 16-17. Pr: 0.9792
AF-A0A179GJ77-F1-model_v4_2,SP,0.000312,0.999684,CS pos: 19-20. Pr: 0.9742
AF-A0A428Q817-F1-model_v4,NO_SP,1.000062,0,
AF-A0A3D8RXB7-F1-model_v4_2,SP,0.000231,0.99977,CS pos: 19-20. Pr: 0.9760
AF-A0A4Y7QI06-F1-model_v4,SP,0.331388,0.668595,CS pos: 29-30. Pr: 0.4600
AF-N4UKC9-F1-model_v4,NO_SP,0.999914,0.000123,
AF-A0A8A3NZN5-F1-model_v4,SP,0.000194,0.999784,CS pos: 21-22. Pr: 0.9798
AF-A0A6A5KDY7-F1-model_v4_2,SP,0.000225,0.999749,CS pos: 16-17. Pr: 0.9741
AF-A0A1B8FNN2-F1-model_v4,NO_SP,1.000059,0.000002,
AF-A0A094F0V6-F1-model_v4,SP,0.000238,0.99973,CS pos: 17-18. Pr: 0.9707
AF-A0A6A6J9D4-F1-model_v4,SP,0.00025,0.999709,CS pos: 18-19. Pr: 0.9751
AF-A0A6A6EEB4-F1-model_v4,NO_SP,0.992666,0.007362,
AF-A0A2H3IEP6-F1-model_v4,SP,0.000193,0.999796,CS pos: 24-25. Pr: 0.9746
AF-A0A6A6VKY7-F1-model_v4,SP,0.000609,0.999353,CS pos: 22-23. Pr: 0.9687
AF-A0A086SXB9-F1-model_v4,SP,0.000256,0.99972,CS pos: 25-26. Pr: 0.8346
AF-A0A5C3QYT7-F1-model_v4,SP,0.000252,0.999737,CS pos: 26-27. Pr: 0.9760
AF-A0A2I1CRU5-F1-model_v4,SP,0.000229,0.999743,CS pos: 23-24. Pr: 0.9794
AF-A0A0J0XE65-F1-model_v4,SP,0.000226,0.99976,CS pos: 15-16. Pr: 0.9761
AF-W3WW00-F1-model_v4,NO_SP,1.000067,0,
AF-A0A2I1CRU5-F1-model_v4_2,SP,0.000229,0.999743,CS pos: 23-24. Pr: 0.9794
AF-A0A6H0XQY3-F1-model_v4,NO_SP,1.000077,0,
AF-A0A6A6ZFG4-F1-model_v4,SP,0.000364,0.999604,CS pos: 21-22. Pr: 0.9775
AF-T0K699-F1-model_v4,SP,0.000352,0.999644,CS pos: 27-28. Pr: 0.8343
AF-A0A5B0RG06-F1-model_v4,NO_SP,1.000043,0.000002,
AF-A0A6A6S229-F1-model_v4,NO_SP,0.999495,0.000536,
AF-A0A165J7P8-F1-model_v4,SP,0.00027,0.999697,CS pos: 23-24. Pr: 0.9659
AF-A0A0D2XKJ4-F1-model_v4,NO_SP,1.00007,0,
AF-A0A6A5VH66-F1-model_v4,SP,0.000256,0.999737,CS pos: 19-20. Pr: 0.9774
AF-C7Z009-F1-model_v4,NO_SP,0.998416,0.00164,
AF-A0A6A6JED0-F1-model_v4_2,SP,0.00028,0.999733,CS pos: 28-29. Pr: 0.9370
AF-A0A177C6V1-F1-model_v4,SP,0.000306,0.999673,CS pos: 19-20. Pr: 0.9755
AF-A0A5N6TXN2-F1-model_v4,SP,0.000248,0.999712,CS pos: 20-21. Pr: 0.9663
AF-A0A6A6TRB3-F1-model_v4,SP,0.00018,0.999801,CS pos: 21-22. Pr: 0.5910
AF-A0A0P7B0Q4-F1-model_v4,SP,0.000245,0.999729,CS pos: 18-19. Pr: 0.9870
AF-A0A165JVT1-F1-model_v4,SP,0.000214,0.999746,CS pos: 21-22. Pr: 0.9633
AF-A0A4P6XNI9-F1-model_v4,SP,0.006977,0.992993,CS pos: 19-20. Pr: 0.9463
AF-A0A3D8QBU0-F1-model_v4_2,SP,0.000242,0.999743,CS pos: 25-26. Pr: 0.9392
AF-A0A1Y2DRE2-F1-model_v4,SP,0.000354,0.999636,CS pos: 18-19. Pr: 0.9452
AF-T0K699-F1-model_v4_2,SP,0.000352,0.999644,CS pos: 27-28. Pr: 0.8343
AF-A0A2V5HBQ8-F1-model_v4,NO_SP,0.999983,0.000046,
AF-N1Q5E8-F1-model_v4,SP,0.000211,0.999751,CS pos: 22-23. Pr: 0.9718
AF-A0A094FBW1-F1-model_v4,SP,0.000232,0.999727,CS pos: 17-18. Pr: 0.9767
AF-A0A094CBB6-F1-model_v4,SP,0.000303,0.999683,CS pos: 21-22. Pr: 0.9812
AF-A0A1V6N778-F1-model_v4,NO_SP,0.999297,0.000733,
AF-M5FVD5-F1-model_v4,SP,0.00031,0.999672,CS pos: 37-38. Pr: 0.9696
AF-S0EB69-F1-model_v4,NO_SP,1.000039,0,
AF-A0A067MXF5-F1-model_v4,SP,0.000245,0.999709,CS pos: 21-22. Pr: 0.9586
AF-A0A2B7YEZ6-F1-model_v4,SP,0.000243,0.999721,CS pos: 18-19. Pr: 0.9826
AF-A0A2T4AF96-F1-model_v4,NO_SP,1.000044,0,
AF-A0A4Z0YI40-F1-model_v4,SP,0.000195,0.999778,CS pos: 21-22. Pr: 0.9769
AF-A0A0G2F073-F1-model_v4,NO_SP,0.998682,0.001309,
AF-K5XMZ4-F1-model_v4,SP,0.000343,0.999625,CS pos: 34-35. Pr: 0.9228
AF-A0A150UQ05-F1-model_v4,SP,0.004501,0.995451,CS pos: 21-22. Pr: 0.8310
AF-A0A7C8I3I9-F1-model_v4,SP,0.000281,0.999695,CS pos: 34-35. Pr: 0.3889
AF-A0A1Q3EJA0-F1-model_v4,SP,0.000232,0.999757,CS pos: 27-28. Pr: 0.9802
AF-A0A7J6IZF4-F1-model_v4,NO_SP,0.9999,0.000108,
AF-A0A5M8PY82-F1-model_v4,NO_SP,1.000046,0.000001,
AF-A0A1Y2VAL5-F1-model_v4,SP,0.000215,0.999738,CS pos: 19-20. Pr: 0.9792
AF-A0A6A6BNV2-F1-model_v4,NO_SP,1.000104,0,
AF-A0A179H2D4-F1-model_v4,SP,0.000268,0.999725,CS pos: 30-31. Pr: 0.4913
AF-A0A1M2VKK1-F1-model_v4,SP,0.000336,0.999617,CS pos: 19-20. Pr: 0.9703
AF-A0A0I9XJ39-F1-model_v4,SP,0.000276,0.999701,CS pos: 25-26. Pr: 0.9680
AF-A0A4Z0YE94-F1-model_v4,SP,0.000282,0.99971,CS pos: 16-17. Pr: 0.9417
AF-A0A4Z1FRG2-F1-model_v4,NO_SP,0.997005,0.003028,
AF-Q5B8X2-F1-model_v4,SP,0.000205,0.999748,CS pos: 26-27. Pr: 0.9579
AF-A0A4V5NHU1-F1-model_v4,SP,0.000264,0.999705,CS pos: 16-17. Pr: 0.9805
AF-A0A397H9I5-F1-model_v4,SP,0.000222,0.999722,CS pos: 17-18. Pr: 0.9776
AF-A0A0B4FCB3-F1-model_v4,SP,0.000237,0.999736,CS pos: 19-20. Pr: 0.9826
AF-A0A010RNQ5-F1-model_v4,SP,0.000235,0.999752,CS pos: 20-21. Pr: 0.9793
AF-A0A4S2MW76-F1-model_v4,SP,0.00906,0.990907,CS pos: 20-21. Pr: 0.8109
AF-A0A4Q4TR87-F1-model_v4,NO_SP,1.000076,0,
AF-A0A7C8Q938-F1-model_v4,NO_SP,1.000051,0,
AF-A0A6A6SJI2-F1-model_v4,NO_SP,0.98794,0.012096,
AF-W3WZW0-F1-model_v4,SP,0.000215,0.999751,CS pos: 25-26. Pr: 0.9738
AF-A0A4Q4WDW0-F1-model_v4,SP,0.000232,0.999734,CS pos: 19-20. Pr: 0.9813
AF-A0A2V1E2L1-F1-model_v4,SP,0.002724,0.997248,CS pos: 22-23. Pr: 0.9586
AF-A0A3M2SIC3-F1-model_v4,NO_SP,1.000033,0,
AF-A0A7C8JV81-F1-model_v4,NO_SP,1.000044,0.000001,
AF-A0A7C8I3I9-F1-model_v4_2,SP,0.000281,0.999695,CS pos: 34-35. Pr: 0.3889
AF-A0A1G4AQ17-F1-model_v4,NO_SP,1.000069,0,
AF-A0A8A3PLP2-F1-model_v4,SP,0.000228,0.999741,CS pos: 21-22. Pr: 0.9786
AF-A0A395RNG0-F1-model_v4,SP,0.000196,0.999788,CS pos: 20-21. Pr: 0.9745
AF-A0A6A6CHJ1-F1-model_v4,SP,0.001015,0.998957,CS pos: 21-22. Pr: 0.9591
AF-A0A369JVS4-F1-model_v4,SP,0.00038,0.999608,CS pos: 25-26. Pr: 0.9196
AF-A0A6G1K1L7-F1-model_v4,SP,0.000342,0.999637,CS pos: 22-23. Pr: 0.9752
AF-A0A6A5YVT2-F1-model_v4,SP,0.000211,0.999767,CS pos: 26-27. Pr: 0.9643
AF-A0A1Y2TM60-F1-model_v4,NO_SP,1.000049,0,
AF-A0A2H3DRQ3-F1-model_v4,SP,0.000219,0.99976,CS pos: 20-21. Pr: 0.9765
AF-A0A1V1TCA6-F1-model_v4,NO_SP,1.000067,0.000001,
AF-A0A1C1C855-F1-model_v4,NO_SP,1.000055,0.000012,
AF-A0A0D2F5X2-F1-model_v4,SP,0.000216,0.999782,CS pos: 27-28. Pr: 0.6440
AF-A0A175VSU8-F1-model_v4,SP,0.000198,0.999774,CS pos: 23-24. Pr: 0.9362
AF-A0A1C1CDI9-F1-model_v4,NO_SP,0.999878,0.000129,
AF-A0A175WGW5-F1-model_v4,NO_SP,1.000063,0,
AF-A0A1C1CDG6-F1-model_v4,SP,0.000243,0.999734,CS pos: 17-18. Pr: 0.9687
AF-A0A1C1CDI9-F1-model_v4_2,NO_SP,0.999878,0.000129,
AF-U7Q581-F1-model_v4,SP,0.372667,0.627312,CS pos: 19-20. Pr: 0.5069
AF-A0A175VQT3-F1-model_v4,NO_SP,1.000054,0,
AF-A0A175VRI7-F1-model_v4,NO_SP,1.000006,0.000043,
AF-A0A0D2E2M3-F1-model_v4,SP,0.000233,0.999759,CS pos: 19-20. Pr: 0.9472
AF-A0A1D8PPI4-F1-model_v4,SP,0.000226,0.99978,CS pos: 20-21. Pr: 0.9768
AF-A0A1C1CQ00-F1-model_v4,NO_SP,1.000044,0.000003,
AF-A0A175VZ46-F1-model_v4,NO_SP,1.000051,0.000009,
AF-C1GQT3-F1-model_v4,SP,0.000198,0.999786,CS pos: 18-19. Pr: 0.9718
AF-A0A1D8PLB8-F1-model_v4,SP,0.000278,0.999709,CS pos: 15-16. Pr: 0.9816
AF-A0A175VMP5-F1-model_v4,NO_SP,1.000086,0.000001,
AF-P47145-F1-model_v4_2,NO_SP,1.000007,0.000019,
AF-A0A1C1CAT6-F1-model_v4,NO_SP,1.000039,0,
AF-C0P160-F1-model_v4,SP,0.000233,0.999743,CS pos: 18-19. Pr: 0.9123
AF-A0A0D2F206-F1-model_v4,NO_SP,1.000057,0.000001,
AF-A0A175VYR5-F1-model_v4,SP,0.000194,0.999762,CS pos: 19-20. Pr: 0.9763
AF-A0A0D2H9R1-F1-model_v4,NO_SP,1.000071,0,
AF-C0NS84-F1-model_v4,SP,0.000271,0.999681,CS pos: 21-22. Pr: 0.9765
AF-C1H5U1-F1-model_v4,NO_SP,0.999538,0.000496,
AF-A0A175WGV5-F1-model_v4,NO_SP,1.000071,0,
AF-A0A0D2G9C0-F1-model_v4,NO_SP,1.000049,0.000003,
AF-A0A175W315-F1-model_v4,NO_SP,1.000043,0,
AF-U7PR63-F1-model_v4,NO_SP,1.000047,0,
AF-A0A1C1CQS0-F1-model_v4,NO_SP,1.000062,0,
AF-A0A0D2DT08-F1-model_v4,NO_SP,1.000059,0,
AF-A0A175VZK1-F1-model_v4,NO_SP,1.000071,0,
AF-A0A175VZF5-F1-model_v4,SP,0.000204,0.999758,CS pos: 18-19. Pr: 0.9765
AF-A0A175W7W2-F1-model_v4,SP,0.000188,0.999781,CS pos: 19-20. Pr: 0.9756
AF-A0A175W4H2-F1-model_v4,NO_SP,0.999644,0.000376,
AF-A0A1C1CZL4-F1-model_v4,NO_SP,1.000062,0.000002,
AF-A0A1C1CDK0-F1-model_v4,NO_SP,1.000029,0.000012,
AF-A0A175WGD2-F1-model_v4,NO_SP,1.000071,0.000005,
AF-A0A1C1CST2-F1-model_v4,SP,0.000296,0.999705,CS pos: 29-30. Pr: 0.5117
AF-U7Q4H5-F1-model_v4,NO_SP,1.000048,0.000001,
AF-A0A1C1CWG4-F1-model_v4,NO_SP,1.000053,0.000001,
AF-C1H4J3-F1-model_v4,SP,0.000587,0.999386,CS pos: 26-27. Pr: 0.5280
AF-A0A0D2GTA1-F1-model_v4_2,NO_SP,1.000074,0,
AF-U7PT16-F1-model_v4,NO_SP,1.000067,0,
AF-C0NMB2-F1-model_v4,SP,0.000231,0.999754,CS pos: 20-21. Pr: 0.9842
AF-A0A0D2DJW6-F1-model_v4,NO_SP,1.000033,0.000021,
AF-Q5AMF9-F1-model_v4,SP,0.000239,0.999729,CS pos: 18-19. Pr: 0.9708
AF-A0A0D2GCN2-F1-model_v4,NO_SP,1.000057,0,
AF-A0A175VT18-F1-model_v4,NO_SP,1.000063,0,
AF-C1GRD6-F1-model_v4,SP,0.002137,0.997835,CS pos: 17-18. Pr: 0.9590
AF-A0A175VU86-F1-model_v4,NO_SP,1.00008,0,
AF-A0A0D2FIP4-F1-model_v4,SP,0.151979,0.847991,CS pos: 24-25. Pr: 0.8122
AF-A0A1C1CJV8-F1-model_v4,NO_SP,0.999989,0.000017,
AF-C0NS76-F1-model_v4,SP,0.000206,0.999774,CS pos: 21-22. Pr: 0.9794
AF-A0A0D2GXB3-F1-model_v4,NO_SP,0.999976,0.000033,
AF-A0A1C1CIK2-F1-model_v4,SP,0.00023,0.999776,CS pos: 28-29. Pr: 0.7152
AF-C0NHS7-F1-model_v4,NO_SP,0.999414,0.000577,
AF-A0A0D2FCS7-F1-model_v4,NO_SP,0.999957,0.000054,
AF-A0A0D2EP98-F1-model_v4,NO_SP,0.698567,0.301439,
AF-C1H175-F1-model_v4,NO_SP,0.999758,0.000235,
AF-A0A1C1CWE7-F1-model_v4,SP,0.000367,0.999619,CS pos: 26-27. Pr: 0.9763
AF-P87020-F1-model_v4_2,SP,0.000298,0.999672,CS pos: 15-16. Pr: 0.9513
AF-A0A0D2GZD6-F1-model_v4,NO_SP,0.998808,0.001222,
