"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","taxid","taxname","taxlineage","query_effector_type_score","query_prediction","target_ID","database"
"139","FOXG_14570","AF-A0A5N7API5-F1-model_v4","0.6969","0.7434","0.198","106","80","3","9","112","4","106","0.0001452","174","61420","Aspergillus caelatus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;s_Aspergillus caelatus",0.861,"Cytoplasmic","A0A5N7API5","uniprot50"
"140","FOXG_12469","AF-A0A0D0E2I8-F1-model_v4","0.6945","0.6881","0.19","121","69","6","130","235","6","112","0.0004067","162","930991","Paxillus rubicundulus Ve08.2h10","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Boletales;-_Paxilineae;f_Paxillaceae;g_Paxillus;s_Paxillus rubicundulus;-_Paxillus rubicundulus Ve08.2h10",0.58,"Apoplastic","A0A0D0E2I8","uniprot50"
"141","FOXG_12469","AF-A0A0B7KMB5-F1-model_v4","0.6944","0.5902","0.29","93","45","5","152","235","3","83","0.0005263","147","29856","Clonostachys rosea","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Bionectriaceae;g_Clonostachys;s_Clonostachys rosea",0.58,"Apoplastic","A0A0B7KMB5","uniprot50"
"142","FOXG_17307","AF-G9NB57-F1-model_v4","0.6944","0.6997","0.247","89","60","4","1","82","5","93","0.0002151","184","413071","Trichoderma virens Gv29-8","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Hypocreaceae;g_Trichoderma;s_Trichoderma virens;-_Trichoderma virens Gv29-8",0.931,"Apoplastic","G9NB57","uniprot50"
"143","FOXG_12469","AF-A0A150V1J0-F1-model_v4","0.6936","0.6899","0.216","125","83","5","114","235","1","113","0.0001196","175","766039","Acidomyces richmondensis BFW","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetidae;o_Mycosphaerellales;f_Teratosphaeriaceae;g_Acidomyces;-_unclassified Acidomyces;s_Acidomyces sp. 'richmondensis';-_Acidomyces richmondensis BFW",0.58,"Apoplastic","A0A150V1J0","uniprot50"
"144","FOXG_14069","AF-A0A0D0E2I8-F1-model_v4","0.6933","0.6842","0.19","121","69","6","130","235","6","112","0.0004533","161","930991","Paxillus rubicundulus Ve08.2h10","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Boletales;-_Paxilineae;f_Paxillaceae;g_Paxillus;s_Paxillus rubicundulus;-_Paxillus rubicundulus Ve08.2h10",0.573,"Apoplastic","A0A0D0E2I8","uniprot50"
"145","FOXG_14069","AF-A0A427XHJ5-F1-model_v4","0.693","0.6948","0.252","123","69","7","118","235","14","118","0.0001966","171","105984","Apiotrichum porosum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Tremellomycetes;o_Trichosporonales;f_Trichosporonaceae;g_Apiotrichum;s_Apiotrichum porosum",0.573,"Apoplastic","A0A427XHJ5","uniprot50"
"146","FOXG_20914","AF-A0A177CJV0-F1-model_v4","0.6926","0.6609","0.169","153","104","7","9","142","537","685","0.0001003","169","1460663","Paraphaeosphaeria sporulosa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Massarineae;f_Didymosphaeriaceae;g_Paraphaeosphaeria;s_Paraphaeosphaeria sporulosa",0.5915,"Apoplastic/cytoplasmic","A0A177CJV0","uniprot50"
"147","FOXG_12469","AF-A0A316W166-F1-model_v4","0.692","0.5956","0.22","118","66","8","128","235","4","105","0.000176","159","1522189","Ceraceosorus guamensis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Ustilaginomycotina;c_Exobasidiomycetes;o_Ceraceosorales;f_Ceraceosoraceae;g_Ceraceosorus;s_Ceraceosorus guamensis",0.58,"Apoplastic","A0A316W166","uniprot50"
"148","FOXG_20914","AF-A0A444RL89-F1-model_v4","0.6919","0.6367","0.216","134","94","8","11","137","84","213","0.0001224","163","27337","Verticillium dahliae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Glomerellales;f_Plectosphaerellaceae;g_Verticillium;s_Verticillium dahliae",0.5915,"Apoplastic/cytoplasmic","A0A444RL89","uniprot50"
"149","FOXG_12469","AF-A0A1Y3NAX8-F1-model_v4","0.6914","0.6672","0.222","117","71","6","125","234","59","162","0.0004067","159","73868","Piromyces sp. E2","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Piromyces;-_unclassified Piromyces;s_Piromyces sp. E2",0.58,"Apoplastic","A0A1Y3NAX8","uniprot50"
"150","FOXG_02842","AF-X0IXV2-F1-model_v4","0.6913","0.6319","0.28","100","62","5","46","138","453","549","0.0003759","166","1089451","Fusarium odoratissimum NRRL 54006","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium odoratissimum;-_Fusarium odoratissimum NRRL 54006",0.636,"Apoplastic/cytoplasmic","X0IXV2","uniprot50"
"151","FOXG_14069","AF-A0A180G9Q6-F1-model_v4","0.6909","0.7306","0.24","133","80","5","109","234","23","141","0.0005862","163","630390","Puccinia triticina 1-1 BBBD Race 1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia triticina;-_Puccinia triticina 1-1 BBBD Race 1",0.573,"Apoplastic","A0A180G9Q6","uniprot50"
"152","FOXG_14069","AF-A0A5C3MP91-F1-model_v4","0.6908","0.6735","0.145","131","88","6","126","235","32","159","0.0004251","160","5364","Heliocybe sulcata","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Gloeophyllales;f_Gloeophyllaceae;g_Heliocybe;s_Heliocybe sulcata",0.573,"Apoplastic","A0A5C3MP91","uniprot50"
"153","FOXG_14069","AF-A0A1Y3NAX8-F1-model_v4","0.6901","0.6672","0.222","117","71","6","125","234","59","162","0.0001966","167","73868","Piromyces sp. E2","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Piromyces;-_unclassified Piromyces;s_Piromyces sp. E2",0.573,"Apoplastic","A0A1Y3NAX8","uniprot50"
"154","FOXG_02842","AF-A0A1J7I6Z8-F1-model_v4","0.6893","0.6602","0.186","102","73","5","43","138","416","513","0.0007762","161","1408157","Coniochaeta ligniaria NRRL 30616","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Coniochaetales;f_Coniochaetaceae;g_Coniochaeta;s_Coniochaeta ligniaria;-_Coniochaeta ligniaria NRRL 30616",0.636,"Apoplastic/cytoplasmic","A0A1J7I6Z8","uniprot50"
"155","FOXG_12469","AF-A0A5C5G551-F1-model_v4","0.6893","0.6464","0.151","132","91","8","121","235","117","244","0.0006385","152","5288","Rhodotorula diobovata","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Microbotryomycetes;o_Sporidiobolales;f_Sporidiobolaceae;g_Rhodotorula;s_Rhodotorula diobovata",0.58,"Apoplastic","A0A5C5G551","uniprot50"
"156","FOXG_14570","AF-A0A094GC71-F1-model_v4","0.6893","0.8151","0.207","111","86","2","1","109","1","111","0.0001188","183","1420913","Pseudogymnoascus sp. VKM F-4518 (FW-2643)","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Pseudeurotiaceae;g_Pseudogymnoascus;-_unclassified Pseudogymnoascus;s_Pseudogymnoascus sp. VKM F-4518 (FW-2643)",0.861,"Cytoplasmic","A0A094GC71","uniprot50"
"157","FOXG_14069","AF-A0A0P7BM46-F1-model_v4","0.6885","0.6756","0.147","129","86","6","128","235","29","154","0.0001254","173","78410","Neonectria ditissima","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Neonectria;s_Neonectria ditissima",0.573,"Apoplastic","A0A0P7BM46","uniprot50"
"158","FOXG_14069","AF-A0A5M3MTA2-F1-model_v4","0.6881","0.6548","0.161","118","77","7","126","234","108","212","0.0005155","155","741705","Coniophora puteana RWD-64-598 SS2","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Boletales;-_Coniophorineae;f_Coniophoraceae;g_Coniophora;s_Coniophora puteana;-_Coniophora puteana RWD-64-598 SS2",0.573,"Apoplastic","A0A5M3MTA2","uniprot50"
"159","FOXG_12469","AF-A0A5M3MTA2-F1-model_v4","0.6867","0.6625","0.157","121","80","7","123","234","105","212","0.0002947","161","741705","Coniophora puteana RWD-64-598 SS2","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Boletales;-_Coniophorineae;f_Coniophoraceae;g_Coniophora;s_Coniophora puteana;-_Coniophora puteana RWD-64-598 SS2",0.58,"Apoplastic","A0A5M3MTA2","uniprot50"
"160","FOXG_14570","AF-A0A178DIN7-F1-model_v4","0.6859","0.7979","0.245","106","77","2","2","107","3","105","0.0006753","162","765867","Pyrenochaeta sp. DS3sAY3a","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporineae;f_Cucurbitariaceae;g_Pyrenochaeta;-_unclassified Pyrenochaeta;s_Pyrenochaeta sp. DS3sAY3a",0.861,"Cytoplasmic","A0A178DIN7","uniprot50"
"161","FOXG_02842","AF-A0A7S8DRF7-F1-model_v4","0.6852","0.6583","0.24","100","67","5","43","138","297","391","0.0002319","174","101028","Fusarium pseudograminearum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium sambucinum species complex;s_Fusarium pseudograminearum",0.636,"Apoplastic/cytoplasmic","A0A7S8DRF7","uniprot50"
"162","FOXG_20914","AF-A0A194V7B3-F1-model_v4","0.6851","0.6502","0.203","152","104","9","5","141","272","421","0.0001492","162","694573","Valsa mali var. pyri (nom. inval.)","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Diaporthales;f_Valsaceae;g_Valsa;s_Valsa mali;-_unclassified Valsa mali;-_Valsa mali var. pyri (nom. inval.)",0.5915,"Apoplastic/cytoplasmic","A0A194V7B3","uniprot50"
"163","FOXG_12469","AF-A0A550CUQ8-F1-model_v4","0.6844","0.6194","0.179","106","70","5","132","235","17","107","0.0004067","153","97359","Auriculariopsis ampla","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Schizophyllineae;f_Schizophyllaceae;g_Auriculariopsis;s_Auriculariopsis ampla",0.58,"Apoplastic","A0A550CUQ8","uniprot50"
"164","FOXG_14570","AF-S3D2G7-F1-model_v4","0.6842","0.781","0.271","103","74","1","5","106","2","104","0.0004835","163","1116229","Glarea lozoyensis ATCC 20868","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Helotiaceae;g_Glarea;s_Glarea lozoyensis;-_Glarea lozoyensis ATCC 20868",0.861,"Cytoplasmic","S3D2G7","uniprot50"
"165","FOXG_14069","AF-A0A550CUQ8-F1-model_v4","0.6835","0.6124","0.169","106","71","5","132","235","17","107","0.0005155","150","97359","Auriculariopsis ampla","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Schizophyllineae;f_Schizophyllaceae;g_Auriculariopsis;s_Auriculariopsis ampla",0.573,"Apoplastic","A0A550CUQ8","uniprot50"
"166","FOXG_12469","AF-A0A2G4SUD8-F1-model_v4","0.6832","0.6793","0.201","119","67","7","129","235","46","148","0.0006385","155","1340429","Rhizopus microsporus ATCC 52813","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Mucoromycota;-_Mucoromycotina;c_Mucoromycetes;o_Mucorales;-_Mucorineae;f_Rhizopodaceae;g_Rhizopus;s_Rhizopus microsporus;-_Rhizopus microsporus ATCC 52813",0.58,"Apoplastic","A0A2G4SUD8","uniprot50"
"167","FOXG_15875","AF-S8ADS7-F1-model_v4","0.6825","0.7066","0.15","126","88","8","1","114","2","120","0.0007101","179","1284197","Dactylellina haptotyla CBS 200.50","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;c_Orbiliomycetes;o_Orbiliales;f_Orbiliaceae;g_Dactylellina;s_Dactylellina haptotyla;-_Dactylellina haptotyla CBS 200.50",0.803,"Apoplastic","S8ADS7","uniprot50"
"168","FOXG_14069","AF-A0A139HSB7-F1-model_v4","0.6819","0.653","0.171","128","81","8","128","235","4","126","0.0001622","166","321146","Pseudocercospora eumusae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetidae;o_Mycosphaerellales;f_Mycosphaerellaceae;g_Pseudocercospora;s_Pseudocercospora eumusae",0.573,"Apoplastic","A0A139HSB7","uniprot50"
"169","FOXG_17307","AF-A0A2J5I6V3-F1-model_v4","0.6816","0.7062","0.258","89","58","3","1","82","6","93","0.0005578","172","482145","Aspergillus taichungensis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;s_Aspergillus taichungensis",0.931,"Apoplastic","A0A2J5I6V3","uniprot50"
"170","FOXG_14882","AF-S8ADS7-F1-model_v4","0.6814","0.7403","0.144","125","91","7","1","114","1","120","0.0007707","187","1284197","Dactylellina haptotyla CBS 200.50","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;c_Orbiliomycetes;o_Orbiliales;f_Orbiliaceae;g_Dactylellina;s_Dactylellina haptotyla;-_Dactylellina haptotyla CBS 200.50",0.803,"Apoplastic","S8ADS7","uniprot50"
"171","FOXG_12469","AF-D8PLK0-F1-model_v4","0.6802","0.6182","0.174","109","74","6","128","234","23","117","0.0005613","149","578458","Schizophyllum commune H4-8","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Schizophyllineae;f_Schizophyllaceae;g_Schizophyllum;s_Schizophyllum commune;-_Schizophyllum commune H4-8",0.58,"Apoplastic","D8PLK0","uniprot50"
"172","FOXG_14069","AF-D8PLK0-F1-model_v4","0.6799","0.6179","0.174","109","74","6","128","234","23","117","0.0007579","146","578458","Schizophyllum commune H4-8","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Schizophyllineae;f_Schizophyllaceae;g_Schizophyllum;s_Schizophyllum commune;-_Schizophyllum commune H4-8",0.573,"Apoplastic","D8PLK0","uniprot50"
"173","FOXG_14570","AF-A0A0C3H453-F1-model_v4","0.6793","0.7922","0.298","104","72","1","3","106","2","104","0.0001897","174","913774","Oidiodendron maius Zn","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Myxotrichaceae;g_Oidiodendron;s_Oidiodendron maius;-_Oidiodendron maius Zn",0.861,"Cytoplasmic","A0A0C3H453","uniprot50"
"174","FOXG_20914","AF-A0A0D2XM95-F1-model_v4","0.6763","0.6146","0.215","130","96","6","11","137","297","423","0.0004302","146","426428","Fusarium oxysporum f. sp. lycopersici 4287","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum f. sp. lycopersici;-_Fusarium oxysporum f. sp. lycopersici 4287",0.5915,"Apoplastic/cytoplasmic","A0A0D2XM95","uniprot50"
"175","FOXG_14069","AF-A0A2N5T3X1-F1-model_v4","0.676","0.6445","0.189","116","71","6","126","234","14","113","0.0001337","166","200324","Puccinia coronata f. sp. avenae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia coronata;-_Puccinia coronata var. avenae;-_Puccinia coronata f. sp. avenae",0.573,"Apoplastic","A0A2N5T3X1","uniprot50"
"176","FOXG_14570","AF-A0A1B8DA48-F1-model_v4","0.6757","0.7062","0.26","96","67","2","13","107","13","105","0.0003957","156","1622150","Pseudogymnoascus sp. 24MN13","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Pseudeurotiaceae;g_Pseudogymnoascus;-_unclassified Pseudogymnoascus;s_Pseudogymnoascus sp. 24MN13",0.861,"Cytoplasmic","A0A1B8DA48","uniprot50"
"177","FOXG_20914","AF-A0A0B7KPK7-F1-model_v4","0.6755","0.6493","0.176","147","103","8","5","137","459","601","0.0001003","165","29856","Clonostachys rosea","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Bionectriaceae;g_Clonostachys;s_Clonostachys rosea",0.5915,"Apoplastic/cytoplasmic","A0A0B7KPK7","uniprot50"
"178","FOXG_20914","AF-A0A6A6YRI8-F1-model_v4","0.6747","0.6365","0.205","136","91","7","14","137","97","227","0.0002892","153","574789","Mytilinidion resinicola","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Mytilinidiales;f_Mytilinidiaceae;g_Mytilinidion;s_Mytilinidion resinicola",0.5915,"Apoplastic/cytoplasmic","A0A6A6YRI8","uniprot50"
"179","FOXG_12469","AF-A0A067MPR6-F1-model_v4","0.67","0.6601","0.146","123","88","5","118","235","17","127","0.0001121","169","930990","Botryobasidium botryosum FD-172 SS1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Cantharellales;f_Botryobasidiaceae;g_Botryobasidium;s_Botryobasidium botryosum;-_Botryobasidium botryosum FD-172 SS1",0.58,"Apoplastic","A0A067MPR6","uniprot50"
"180","FOXG_12469","AF-A0A0C4ETD8-F1-model_v4","0.6689","0.6975","0.236","144","81","10","105","235","359","486","0.0001051","174","630390","Puccinia triticina 1-1 BBBD Race 1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia triticina;-_Puccinia triticina 1-1 BBBD Race 1",0.58,"Apoplastic","A0A0C4ETD8","uniprot50"
"181","FOXG_14069","AF-A0A0C9M8A9-F1-model_v4","0.6688","0.6624","0.213","122","75","6","117","231","22","129","0.0001176","169","91626","Mucor ambiguus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Mucoromycota;-_Mucoromycotina;c_Mucoromycetes;o_Mucorales;-_Mucorineae;f_Mucoraceae;g_Mucor;s_Mucor ambiguus",0.573,"Apoplastic","A0A0C9M8A9","uniprot50"
"182","FOXG_14570","AF-A0A0B1P0I6-F1-model_v4","0.6685","0.7971","0.298","104","72","1","1","104","3","105","0.0002318","171","52586","Erysiphe necator","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Erysiphales;f_Erysiphaceae;g_Erysiphe;s_Erysiphe necator",0.861,"Cytoplasmic","A0A0B1P0I6","uniprot50"
"183","FOXG_15875","AF-A0A229XUI9-F1-model_v4","0.6682","0.6656","0.181","121","86","7","1","112","1","117","0.0002301","186","746128","Aspergillus fumigatus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Fumigati;s_Aspergillus fumigatus",0.803,"Apoplastic","A0A229XUI9","uniprot50"
"184","FOXG_20914","AF-A0A2J6TRD7-F1-model_v4","0.6671","0.6573","0.207","135","93","6","13","137","478","608","0.0001224","163","1095630","Hyaloscypha bicolor E","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Hyaloscyphaceae;g_Hyaloscypha;-_Hyaloscypha hepaticicola/Rhizoscyphus ericae species complex;s_Hyaloscypha bicolor;-_Hyaloscypha bicolor E",0.5915,"Apoplastic/cytoplasmic","A0A2J6TRD7","uniprot50"
"185","FOXG_14069","AF-E2L3C8-F1-model_v4","0.6668","0.6549","0.233","120","62","5","102","219","6","97","0.0003288","157","554373","Moniliophthora perniciosa FA553","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Marasmiineae;f_Marasmiaceae;g_Moniliophthora;s_Moniliophthora perniciosa;-_Moniliophthora perniciosa FA553",0.573,"Apoplastic","E2L3C8","uniprot50"
"186","FOXG_12469","AF-A0A4Q4QPQ5-F1-model_v4","0.6661","0.6734","0.139","136","92","7","121","235","28","159","0.0003352","159","156630","Alternaria arborescens","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporineae;f_Pleosporaceae;g_Alternaria;-_Alternaria sect. Alternaria;s_Alternaria arborescens",0.58,"Apoplastic","A0A4Q4QPQ5","uniprot50"
"187","FOXG_12469","AF-A0A1Y3N509-F1-model_v4","0.6661","0.6606","0.158","126","82","6","118","234","20","130","0.000681","150","73868","Piromyces sp. E2","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Piromyces;-_unclassified Piromyces;s_Piromyces sp. E2",0.58,"Apoplastic","A0A1Y3N509","uniprot50"
"188","FOXG_14882","AF-A0A4Y7PQX3-F1-model_v4","0.6654","0.7002","0.14","114","89","7","1","112","1","107","0.0005855","183","50990","Rickenella mellea","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Hymenochaetales;f_Rickenellaceae;g_Rickenella;s_Rickenella mellea",0.803,"Apoplastic","A0A4Y7PQX3","uniprot50"
