query,target_ID,alntmscore,fident,evalue,taxid,taxname,query_effector_type_score,query_prediction,database,sequence_identity_global,sequence_identity_local,molecular_weight,num_tm_helices,signal_p,target_cysteine_percentage
FOXG_14069,A0A0P7BM46,0.6885,0.147,0.0001254,78410,Neonectria ditissima,0.573,Apoplastic,uniprot50,0.14,0.375,25799.10574,0,SP,5.6
FOXG_14069,A0A5M3MTA2,0.6881,0.161,0.0005155,741705,Coniophora puteana RWD-64-598 SS2,0.573,Apoplastic,uniprot50,0.125,0.236842105,24216.64974,0,SP,3.167420814
FOXG_20914,A0A175WGV5,0.6875,0.181,1.30E-06,100816,Madurella mycetomatis,0.5915,Apoplastic/cytoplasmic,proteome,0.173076923,0.261363636,46413.02644,0,NO_SP,1.442307692
FOXG_20914,A0A0D2G9C0,0.6868,0.281,6.54E-09,1442368,Fonsecaea pedrosoi CBS 271.37,0.5915,Apoplastic/cytoplasmic,proteome,0.127625202,0.32,71328.25204,0,NO_SP,1.602564103
FOXG_12469,A0A5M3MTA2,0.6867,0.157,0.0002947,741705,Coniophora puteana RWD-64-598 SS2,0.58,Apoplastic,uniprot50,0.120689655,0.236842105,24216.64974,0,SP,3.167420814
FOXG_14570,A0A178DIN7,0.6859,0.245,0.0006753,765867,Pyrenochaeta sp. DS3sAY3a,0.861,Cytoplasmic,uniprot50,0.164215686,0.303797468,47139.54774,0,NO_SP,2.189781022
FOXG_02842,A0A7S8DRF7,0.6852,0.24,0.0002319,101028,Fusarium pseudograminearum,0.636,Apoplastic/cytoplasmic,uniprot50,0.214854111,0.252427184,41897.41124,0,SP,8.860759494
FOXG_20914,A0A194V7B3,0.6851,0.203,0.0001492,694573,Valsa mali var. pyri (nom. inval.),0.5915,Apoplastic/cytoplasmic,uniprot50,0.128440367,0.226086957,72699.15194,0,NO_SP,1.681957187
FOXG_12469,A0A550CUQ8,0.6844,0.179,0.0004067,97359,Auriculariopsis ampla,0.58,Apoplastic,uniprot50,0.195744681,0.214285714,11184.81164,0,SP,5.607476636
FOXG_14570,S3D2G7,0.6842,0.271,0.0004835,1116229,Glarea lozoyensis ATCC 20868,0.861,Cytoplasmic,uniprot50,0.167381974,0.276190476,60000.20564,1,NO_SP,0.950570342
FOXG_14069,A0A550CUQ8,0.6835,0.169,0.0005155,97359,Auriculariopsis ampla,0.573,Apoplastic,uniprot50,0.191489362,0.19047619,11184.81164,0,SP,5.607476636
FOXG_15875,S8ADS7,0.6825,0.15,0.0007101,1284197,Dactylellina haptotyla CBS 200.50,0.803,Apoplastic,uniprot50,0.193430657,0.333333333,30296.76724,0,NO_SP,1.736111111
FOXG_14069,A0A139HSB7,0.6819,0.171,0.0001622,321146,Pseudocercospora eumusae,0.573,Apoplastic,uniprot50,0.195744681,0.264705882,15241.90514,0,NO_SP,2.898550725
FOXG_17307,A0A2J5I6V3,0.6816,0.258,0.0005578,482145,Aspergillus taichungensis,0.931,Apoplastic,uniprot50,0.182186235,0.321428571,11655.16374,0,SP,7.766990291
FOXG_14882,S8ADS7,0.6814,0.144,0.0007707,1284197,Dactylellina haptotyla CBS 200.50,0.803,Apoplastic,uniprot50,0.189781022,0.333333333,30296.76724,0,NO_SP,1.736111111
FOXG_12469,D8PLK0,0.6802,0.174,0.0005613,578458,Schizophyllum commune H4-8,0.58,Apoplastic,uniprot50,0.234782609,0.1875,12634.22514,0,SP,5.042016807
FOXG_14069,D8PLK0,0.6799,0.174,0.0007579,578458,Schizophyllum commune H4-8,0.573,Apoplastic,uniprot50,0.239130435,0.1875,12634.22514,0,SP,5.042016807
FOXG_14570,A0A0C3H453,0.6793,0.298,0.0001897,913774,Oidiodendron maius Zn,0.861,Cytoplasmic,uniprot50,0.14619883,0.308411215,59466.83754,0,NO_SP,1.7208413
FOXG_20914,A0A0D2XM95,0.6763,0.215,0.0004302,426428,Fusarium oxysporum f. sp. lycopersici 4287,0.5915,Apoplastic/cytoplasmic,uniprot50,0.137223975,0.284210526,69982.95544,0,NO_SP,1.735015773
FOXG_14069,A0A2N5T3X1,0.676,0.189,0.0001337,200324,Puccinia coronata f. sp. avenae,0.573,Apoplastic,uniprot50,0.147679325,0.220338983,24001.20664,0,NO_SP,3.196347032
FOXG_14570,A0A1B8DA48,0.6757,0.26,0.0003957,1622150,Pseudogymnoascus sp. 24MN13,0.861,Cytoplasmic,uniprot50,0.185897436,0.263157895,35253.67774,0,NO_SP,0.961538462
FOXG_20914,A0A0B7KPK7,0.6755,0.176,0.0001003,29856,Clonostachys rosea,0.5915,Apoplastic/cytoplasmic,uniprot50,0.134259259,0.247058824,73480.86714,1,NO_SP,2.469135802
FOXG_20914,A0A6A6YRI8,0.6747,0.205,0.0002892,574789,Mytilinidion resinicola,0.5915,Apoplastic/cytoplasmic,uniprot50,0.171052632,0.315068493,43357.09104,0,NO_SP,2.099737533
FOXG_20914,A0A175W315,0.6746,0.201,3.08E-06,100816,Madurella mycetomatis,0.5915,Apoplastic/cytoplasmic,proteome,0.1769437,0.217741935,42241.35234,0,NO_SP,2.680965147
FOXG_12469,A0A067MPR6,0.67,0.146,0.0001121,930990,Botryobasidium botryosum FD-172 SS1,0.58,Apoplastic,uniprot50,0.221276596,0.285714286,12805.20974,0,SP,3.149606299
FOXG_12469,A0A0C4ETD8,0.6689,0.236,0.0001051,630390,Puccinia triticina 1-1 BBBD Race 1,0.58,Apoplastic,uniprot50,0.19301848,0.306451613,49673.14744,1,SP,2.057613169
FOXG_14570,A0A0B1P0I6,0.6685,0.298,0.0002318,52586,Erysiphe necator,0.861,Cytoplasmic,uniprot50,0.140077821,0.302752294,60512.72564,1,NO_SP,1.908396947
FOXG_15875,A0A229XUI9,0.6682,0.181,0.0002301,746128,Aspergillus fumigatus,0.803,Apoplastic,uniprot50,0.158333333,0.193548387,12457.14354,0,SP,5.93220339
FOXG_20914,A0A2J6TRD7,0.6671,0.207,0.0001224,1095630,Hyaloscypha bicolor E,0.5915,Apoplastic/cytoplasmic,uniprot50,0.139573071,0.272727273,68339.25734,0,NO_SP,2.298850575
FOXG_14069,E2L3C8,0.6668,0.233,0.0003288,554373,Moniliophthora perniciosa FA553,0.573,Apoplastic,uniprot50,0.224299065,0.276595745,11198.60704,0,NO_SP,3.773584906
FOXG_12469,A0A4Q4QPQ5,0.6661,0.139,0.0003352,156630,Alternaria arborescens,0.58,Apoplastic,uniprot50,0.133603239,0.296296296,25579.62644,0,SP,2.857142857
FOXG_14882,A0A4Y7PQX3,0.6654,0.14,0.0005855,50990,Rickenella mellea,0.803,Apoplastic,uniprot50,0.189655172,0.375,11446.96444,0,SP,6.363636364
FOXG_12469,A0A316UHU3,0.665,0.238,0.0007263,1569628,Jaminaea rosea,0.58,Apoplastic,uniprot50,0.189655172,0.347826087,13019.69984,0,NO_SP,4.918032787
FOXG_12469,A0A1Y2DGP4,0.6647,0.116,0.0003575,1141098,Pseudomassariella vexata,0.58,Apoplastic,uniprot50,0.22907489,0.28,13053.64834,0,NO_SP,3.174603175
FOXG_20914,A0A559M4V3,0.6633,0.226,0.0001003,215461,Lachnellula willkommii,0.5915,Apoplastic/cytoplasmic,uniprot50,0.096899225,0.277108434,119059.1492,0,NO_SP,2.365184484
FOXG_14570,A0A094DA97,0.6622,0.225,0.0003238,1420909,Pseudogymnoascus sp. VKM F-4515 (FW-2607),0.861,Cytoplasmic,uniprot50,0.148373984,0.325581395,57209.05374,0,NO_SP,1.383399209
FOXG_14882,A0A6A5W127,0.661,0.154,0.0006186,1392246,Amniculicola lignicola CBS 123094,0.803,Apoplastic,uniprot50,0.162601626,0.264705882,13684.55024,0,SP,4.032258065
FOXG_14570,A0A420I6L5,0.6602,0.316,0.0001112,212602,Erysiphe neolycopersici,0.861,Cytoplasmic,uniprot50,0.142578125,0.311926606,60408.25844,1,NO_SP,1.717557252
FOXG_14570,A0A219AQW7,0.6598,0.17,0.0008823,1380566,Pochonia chlamydosporia 170,0.861,Cytoplasmic,uniprot50,0.176136364,0.207792208,20090.37794,0,NO_SP,2.840909091
FOXG_12469,A0A4Q9PV63,0.6592,0.204,0.0002135,114155,Dichomitus squalens,0.58,Apoplastic,uniprot50,0.175213675,0.25862069,18500.19604,0,NO_SP,3.488372093
FOXG_12469,A0A5B0MA28,0.6591,0.221,0.0003813,56615,Puccinia graminis f. sp. tritici,0.58,Apoplastic,uniprot50,0.212765957,0.3125,11842.44144,0,SP,1.801801802
FOXG_14069,A0A4Q9PV63,0.6591,0.193,0.0006665,114155,Dichomitus squalens,0.573,Apoplastic,uniprot50,0.183760684,0.27027027,18500.19604,0,NO_SP,3.488372093
FOXG_12469,D8Q0P1,0.6587,0.136,0.0004067,578458,Schizophyllum commune H4-8,0.58,Apoplastic,uniprot50,0.191489362,0.5,13177.69014,0,SP,1.5625
FOXG_15875,G1XSB4,0.6587,0.131,0.0008408,756982,Orbilia oligospora ATCC 24927,0.803,Apoplastic,uniprot50,0.175226586,0.214285714,34423.39784,0,SP,1.510574018
FOXG_17307,A0A409XV56,0.657,0.242,0.0001117,93625,Psilocybe cyanescens,0.931,Apoplastic,uniprot50,0.180769231,0.333333333,27081.00904,0,SP,2.723735409
FOXG_17307,A0A5J5F3E6,0.6563,0.275,0.0001185,1250544,Sphaerosporella brunnea,0.931,Apoplastic,uniprot50,0.190871369,0.383333333,13631.48664,0,SP,4.651162791
FOXG_14069,A0A5B0MA28,0.6561,0.221,0.0003083,56615,Puccinia graminis f. sp. tritici,0.573,Apoplastic,uniprot50,0.212765957,0.3125,11842.44144,0,SP,1.801801802
FOXG_15875,A0A7C8R8C7,0.6547,0.139,0.0007512,2813651,Orbilia oligospora,0.803,Apoplastic,uniprot50,0.186666667,0.214285714,31904.71794,0,SP,1.639344262
FOXG_14069,A0A0L0VQH6,0.6539,0.211,0.0001337,1165861,Puccinia striiformis f. sp. tritici PST-78,0.573,Apoplastic,uniprot50,0.157446809,0.283333333,21653.60434,0,NO_SP,3.96039604
FOXG_12469,A0A067MDY7,0.6535,0.09,0.0004626,930990,Botryobasidium botryosum FD-172 SS1,0.58,Apoplastic,uniprot50,0.182608696,0.5,12676.42334,0,SP,5.084745763
FOXG_15875,A0A4Y7PQX3,0.6533,0.141,0.0005357,50990,Rickenella mellea,0.803,Apoplastic,uniprot50,0.181034483,0.375,11446.96444,0,SP,6.363636364
FOXG_14069,G7E5E1,0.6532,0.174,0.0006251,764103,Mixia osmundae IAM 14324,0.573,Apoplastic,uniprot50,0.174468085,0.333333333,21556.50744,0,SP,3.5
FOXG_14069,A0A1Y2DGP4,0.6531,0.124,0.0003987,1141098,Pseudomassariella vexata,0.573,Apoplastic,uniprot50,0.233480176,0.3,13053.64834,0,NO_SP,3.174603175
FOXG_14570,A0A2H3IS35,0.6528,0.236,0.0002028,290292,Penicillium occitanis (nom. inval.),0.861,Cytoplasmic,uniprot50,0.173611111,0.27173913,16590.03884,0,NO_SP,0.694444444
FOXG_14069,A0A067MDY7,0.6525,0.091,0.0005497,930990,Botryobasidium botryosum FD-172 SS1,0.573,Apoplastic,uniprot50,0.191304348,0.571428571,12676.42334,0,SP,5.084745763
FOXG_14570,A7F053,0.6525,0.27,0.0005169,665079,Sclerotinia sclerotiorum 1980 UF-70,0.861,Cytoplasmic,uniprot50,0.164948454,0.259615385,49776.47804,1,NO_SP,1.616628176
FOXG_17307,A0A6G1HUV5,0.6525,0.176,0.0008464,703511,Trichodelitschia bisporula,0.931,Apoplastic,uniprot50,0.183976261,0.254237288,37578.66054,0,SP,3.560830861
FOXG_14069,A0A316VS52,0.6516,0.176,0.0001622,1280837,Meira miltonrushii,0.573,Apoplastic,uniprot50,0.212765957,0.267857143,12037.46474,0,NO_SP,3.448275862
FOXG_15875,A0A6A5W127,0.6513,0.122,0.0005357,1392246,Amniculicola lignicola CBS 123094,0.803,Apoplastic,uniprot50,0.162601626,0.264705882,13684.55024,0,SP,4.032258065
FOXG_12469,A0A0D0BFH4,0.6512,0.189,0.0002763,944289,Gymnopus luxurians FD-317 M1,0.58,Apoplastic,uniprot50,0.187234043,0.4,12708.40564,0,SP,5
FOXG_14882,A0A427XDL2,0.6484,0.119,0.0003027,105984,Apiotrichum porosum,0.803,Apoplastic,uniprot50,0.197860963,0.27027027,20303.81334,0,SP,3.20855615
FOXG_22047,A0A5N5J9N7,0.6484,0.141,0.0004027,1571157,Coniochaeta sp. 2T2.1,0.708,Apoplastic,uniprot50,0.145038168,0.45,14180.68474,0,SP,4.651162791
FOXG_14570,K1WCN3,0.6477,0.323,0.0001271,1072389,Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1,0.861,Cytoplasmic,uniprot50,0.091603053,0.320754717,103702.6862,0,NO_SP,1.077586207
FOXG_17307,A0A093Y011,0.6474,0.215,0.0001117,1391699,Pseudogymnoascus sp. VKM F-3808,0.931,Apoplastic,uniprot50,0.180327869,0.25862069,10611.19464,0,SP,4.04040404
FOXG_14069,T1UNA1,0.6467,0.191,0.0003739,203904,Hemileia vastatrix,0.573,Apoplastic,uniprot50,0.195652174,0.322580645,16218.69424,0,SP,2.666666667
FOXG_12469,A0A095DCQ5,0.6462,0.255,0.0005613,294750,Cryptococcus gattii VGII R265,0.58,Apoplastic,uniprot50,0.17765043,0.220338983,37200.44074,0,SP,1.149425287
FOXG_20914,U7PR63,0.6453,0.217,1.72E-05,1391915,Sporothrix schenckii ATCC 58251,0.5915,Apoplastic/cytoplasmic,proteome,0.216783217,0.266666667,32387.29934,0,NO_SP,2.097902098
FOXG_14069,A8Q3A5,0.645,0.196,0.0003083,425265,Malassezia globosa CBS 7966,0.573,Apoplastic,uniprot50,0.156779661,0.234042553,24187.56174,1,SP,3.255813953
FOXG_14882,A0A6A6NUS6,0.6449,0.187,0.0004448,578093,Lineolata rhizophorae,0.803,Apoplastic,uniprot50,0.26119403,0.357142857,14114.63334,0,SP,7.575757576
FOXG_14069,A0A067MPR6,0.6439,0.115,0.0001426,930990,Botryobasidium botryosum FD-172 SS1,0.573,Apoplastic,uniprot50,0.217021277,0.285714286,12805.20974,0,SP,3.149606299
FOXG_14882,A0A178ABG6,0.6427,0.152,0.0006535,765868,Stagonospora sp. SRC1lsM3a,0.803,Apoplastic,uniprot50,0.197080292,0.380952381,15487.13334,0,SP,4.255319149
FOXG_17307,A0A3A2ZNT2,0.642,0.287,0.0003075,2070753,Aspergillus sclerotialis,0.931,Apoplastic,uniprot50,0.193965517,0.36,11596.91324,0,NO_SP,7.692307692
FOXG_20914,A0A4Q4TK64,0.642,0.178,0.0007802,2211647,Monosporascus sp. GIB2,0.5915,Apoplastic/cytoplasmic,uniprot50,0.135849057,0.254237288,57886.99624,0,NO_SP,1.869158879
FOXG_14570,A0A094CGR7,0.6407,0.235,0.0001553,1420906,Pseudogymnoascus sp. VKM F-4281 (FW-2241),0.861,Cytoplasmic,uniprot50,0.138297872,0.325581395,63247.91994,1,NO_SP,1.415929204
FOXG_02842,K3VZG0,0.6403,0.23,0.0009304,1028729,Fusarium pseudograminearum CS3096,0.636,Apoplastic/cytoplasmic,uniprot50,0.150655022,0.252427184,51361.20634,0,NO_SP,6.288032454
FOXG_15875,A0A428RY78,0.6403,0.164,0.0001045,1325733,Fusarium floridanum,0.803,Apoplastic,uniprot50,0.227848101,0.3,19685.21244,0,SP,3.389830508
FOXG_20914,A0A366PNY6,0.6402,0.212,0.0003527,117187,Fusarium verticillioides,0.5915,Apoplastic/cytoplasmic,uniprot50,0.18442623,0.21875,28456.86144,0,NO_SP,1.181102362
FOXG_17307,A0A2K0WKG1,0.64,0.258,0.0004395,42673,Fusarium nygamai,0.931,Apoplastic,uniprot50,0.215517241,0.35,15255.36674,0,SP,5.714285714
FOXG_14069,A0A5B0NIU4,0.6397,0.189,0.0002711,56615,Puccinia graminis f. sp. tritici,0.573,Apoplastic,uniprot50,0.117154812,0.245614035,25214.98694,0,SP,3.846153846
FOXG_12469,A0A428SRB0,0.6396,0.192,0.0003352,1325735,Fusarium oligoseptatum,0.58,Apoplastic,uniprot50,0.161016949,0.24,23625.69824,0,SP,2.727272727
FOXG_15875,A0A427XDL2,0.6396,0.117,0.0001736,105984,Apiotrichum porosum,0.803,Apoplastic,uniprot50,0.197860963,0.27027027,20303.81334,0,SP,3.20855615
FOXG_15875,A0A4Q4U123,0.6396,0.137,0.0009957,2211647,Monosporascus sp. GIB2,0.803,Apoplastic,uniprot50,0.18487395,0.232142857,12889.39614,0,SP,4.347826087
FOXG_17307,A0A0G2HTM2,0.6388,0.252,0.0003464,1214573,Diaporthe ampelina,0.931,Apoplastic,uniprot50,0.206477733,0.318181818,15670.62214,0,SP,6.993006993
FOXG_12469,A0A2H4SFE9,0.6386,0.227,0.0001051,73501,Cordyceps militaris,0.58,Apoplastic,uniprot50,0.19047619,0.306451613,12131.34644,0,SP,3.50877193
FOXG_15875,A0A0G2G9D8,0.6386,0.218,0.0009411,420778,Diplodia seriata,0.803,Apoplastic,uniprot50,0.256637168,0.367346939,9721.96204,0,SP,6.18556701
FOXG_20914,A0A1C1CQS0,0.6379,0.239,5.58E-06,86049,Cladophialophora carrionii,0.5915,Apoplastic/cytoplasmic,proteome,0.100732601,0.267326733,126194.6269,0,NO_SP,1.573426573
FOXG_12469,A0A8A3P1M0,0.6376,0.189,0.000136,61207,Monilinia vaccinii-corymbosi,0.58,Apoplastic,uniprot50,0.217391304,0.245614035,31225.48484,0,SP,2.341137124
FOXG_14069,F4RJ46,0.6366,0.178,0.0001103,747676,Melampsora larici-populina 98AG31,0.573,Apoplastic,uniprot50,0.19379845,0.325,28385.54984,0,SP,1.568627451
FOXG_17307,A0A094J514,0.6365,0.258,0.0002026,1420914,Pseudogymnoascus sp. VKM F-4519 (FW-2642),0.931,Apoplastic,uniprot50,0.191836735,0.380952381,14293.26644,0,SP,5.072463768
FOXG_12469,T1UNA1,0.6363,0.204,0.0002947,203904,Hemileia vastatrix,0.58,Apoplastic,uniprot50,0.2,0.322580645,16218.69424,0,SP,2.666666667
FOXG_17307,A0A2J6RPD6,0.6362,0.192,0.0004952,1149755,Hyaloscypha variabilis F,0.931,Apoplastic,uniprot50,0.193277311,0.428571429,13100.84054,0,SP,8.403361345
FOXG_22047,U1HXY0,0.6359,0.139,0.000101,1263415,Endocarpon pusillum Z07020,0.708,Apoplastic,uniprot50,0.165354331,0.333333333,13122.55664,0,SP,5.785123967
FOXG_14069,A0A2H4SFE9,0.6351,0.252,0.0002097,73501,Cordyceps militaris,0.573,Apoplastic,uniprot50,0.186147186,0.306451613,12131.34644,0,SP,3.50877193
FOXG_17307,A0A5N6W2P1,0.6348,0.247,0.0001597,1034304,Aspergillus transmontanensis,0.931,Apoplastic,uniprot50,0.20242915,0.35483871,13818.81144,0,SP,3.100775194
FOXG_14570,A0A446BNC5,0.6346,0.186,0.0003462,2587410,Thermothielavioides terrestris,0.861,Cytoplasmic,uniprot50,0.210526316,0.220779221,15999.25264,0,NO_SP,0.709219858
FOXG_12469,A0A0M8MTF6,0.6342,0.17,0.0005987,77020,Malassezia pachydermatis,0.58,Apoplastic,uniprot50,0.200854701,0.423076923,13750.49724,0,SP,3.149606299
FOXG_15875,A0A3F3QIP5,0.6339,0.175,0.0005996,1341132,Aspergillus welwitschiae,0.803,Apoplastic,uniprot50,0.190954774,0.333333333,22392.00414,0,SP,2.912621359
FOXG_12469,V2XSV2,0.6337,0.18,0.0008812,1381753,Moniliophthora roreri MCA 2997,0.58,Apoplastic,uniprot50,0.212765957,0.3,12538.51594,0,SP,5.084745763
FOXG_02842,A0A4U9F5Y5,0.6335,0.245,0.0005402,5518,Fusarium graminearum,0.636,Apoplastic/cytoplasmic,uniprot50,NA,NA,18.01524,NA,NA,NA
FOXG_14570,A0A364MRS7,0.6335,0.244,0.0006753,183478,Stemphylium lycopersici,0.861,Cytoplasmic,uniprot50,0.15970516,0.278481013,47208.85134,0,NO_SP,1.666666667
FOXG_14069,A0A8A3P1M0,0.6334,0.189,0.0002384,61207,Monilinia vaccinii-corymbosi,0.573,Apoplastic,uniprot50,0.220735786,0.263157895,31225.48484,0,SP,2.341137124
FOXG_17307,A0A0C3HQA5,0.6324,0.206,0.0003676,913774,Oidiodendron maius Zn,0.931,Apoplastic,uniprot50,0.174796748,0.327272727,17468.78694,0,SP,5.161290323
FOXG_15875,A0A094H189,0.6321,0.187,0.0008408,1420913,Pseudogymnoascus sp. VKM F-4518 (FW-2643),0.803,Apoplastic,uniprot50,0.182410423,0.294117647,36730.15684,0,SP,1.840490798
FOXG_14069,A0A074YIK5,0.632,0.165,0.0002891,1043005,Aureobasidium subglaciale EXF-2481,0.573,Apoplastic,uniprot50,0.187683284,0.5,35285.56734,0,SP,7.624633431
FOXG_14069,A0A066W5S0,0.632,0.226,0.0005862,1037660,Tilletiaria anomala UBC 951,0.573,Apoplastic,uniprot50,0.187234043,0.243902439,10634.98884,0,NO_SP,3.846153846
FOXG_14069,A0A0D0BFH4,0.6318,0.185,0.0001729,944289,Gymnopus luxurians FD-317 M1,0.573,Apoplastic,uniprot50,0.191489362,0.382352941,12708.40564,0,SP,5
FOXG_14570,A0A0F7U2X6,0.6318,0.194,0.0003462,104259,Penicillium brasilianum,0.861,Cytoplasmic,uniprot50,0.186170213,0.20212766,22561.02154,1,NO_SP,0.518134715
FOXG_15875,A0A1L9RST0,0.6318,0.213,0.0008896,1073089,Aspergillus wentii DTO 134E9,0.803,Apoplastic,uniprot50,0.200980392,0.243902439,22655.66744,0,SP,2.941176471
FOXG_14882,A0A1G4ARB7,0.6317,0.175,0.0003198,1209926,Colletotrichum orchidophilum,0.803,Apoplastic,uniprot50,0.173228346,0.238095238,13306.03744,0,SP,4.724409449
FOXG_20914,A0A5C6T253,0.6314,0.2,0.0002078,61366,Fusarium oxysporum f. sp. cubense,0.5915,Apoplastic/cytoplasmic,uniprot50,0.204,0.303030303,29577.68464,0,NO_SP,3.968253968
FOXG_15875,A0A4V4HDQ8,0.6312,0.216,0.0004786,1314807,Dendrothele bispora CBS 962.96,0.803,Apoplastic,uniprot50,0.214285714,0.268292683,15267.10264,1,SP,4.225352113
FOXG_20914,W9PH19,0.6309,0.22,0.0001704,1080344,Fusarium oxysporum f. sp. pisi HDV247,0.5915,Apoplastic/cytoplasmic,uniprot50,0.158536585,0.280701754,64742.90414,0,NO_SP,2.06185567
FOXG_20914,A0A0D2DT08,0.6309,0.231,7.27E-06,1442368,Fonsecaea pedrosoi CBS 271.37,0.5915,Apoplastic/cytoplasmic,proteome,0.092691622,0.267326733,125743.0292,0,NO_SP,1.592920354
FOXG_20914,A0A175VZK1,0.6307,0.184,4.01E-06,100816,Madurella mycetomatis,0.5915,Apoplastic/cytoplasmic,proteome,0.170263789,0.261363636,46490.14684,0,NO_SP,1.438848921
FOXG_14069,G7E6B9,0.6302,0.194,0.0002711,764103,Mixia osmundae IAM 14324,0.573,Apoplastic,uniprot50,0.17826087,0.391304348,19520.22084,0,SP,3.243243243
FOXG_14069,E3L4V4,0.6299,0.123,0.0006665,418459,Puccinia graminis f. sp. tritici CRL 75-36-700-3,0.573,Apoplastic,uniprot50,0.157480315,0.466666667,28050.92964,1,NO_SP,3.557312253
FOXG_15875,A0A1L9WF54,0.6298,0.153,0.0009411,690307,Aspergillus aculeatus ATCC 16872,0.803,Apoplastic,uniprot50,0.173913043,0.303030303,11438.87914,0,SP,4.716981132
FOXG_15875,A0A5N7BHJ5,0.6294,0.144,0.0005357,1226010,Aspergillus bertholletiae,0.803,Apoplastic,uniprot50,0.214723926,0.259259259,18116.41094,0,SP,3.067484663
FOXG_20914,A0A366S133,0.6285,0.157,0.0002372,117187,Fusarium verticillioides,0.5915,Apoplastic/cytoplasmic,uniprot50,0.145794393,0.234042553,60883.55234,0,NO_SP,2.052238806
FOXG_17307,A0A5N5KJC0,0.6278,0.2,0.0008464,1571157,Coniochaeta sp. 2T2.1,0.931,Apoplastic,uniprot50,0.186721992,0.32,20181.60144,0,SP,3.389830508
FOXG_20914,A0A1E1M3V6,0.6278,0.203,0.0001003,38038,Rhynchosporium secalis,0.5915,Apoplastic/cytoplasmic,uniprot50,0.12962963,0.220338983,78038.62734,0,NO_SP,2.683615819
FOXG_15875,A0A1G4ARB7,0.6263,0.157,0.0002883,1209926,Colletotrichum orchidophilum,0.803,Apoplastic,uniprot50,0.173228346,0.238095238,13306.03744,0,SP,4.724409449
FOXG_12469,A0A165Y9T3,0.6258,0.176,0.0001547,1314672,Peniophora sp. CONT,0.58,Apoplastic,uniprot50,0.194915254,0.236842105,12347.78094,1,SP,3.278688525
FOXG_14570,A0A3M7NSE0,0.6258,0.254,0.0005527,2249418,Chaetothyriales sp. CBS 134916,0.861,Cytoplasmic,uniprot50,0.13878327,0.302325581,60216.17444,1,NO_SP,0.950570342
FOXG_15875,A0A427XE07,0.6255,0.09,0.0006712,105984,Apiotrichum porosum,0.803,Apoplastic,uniprot50,0.18579235,0.375,20480.93544,0,SP,3.174603175
FOXG_14882,W7HT04,0.6252,0.184,0.0001747,1043628,Drechslerella stenobrocha 248,0.803,Apoplastic,uniprot50,0.216101695,0.625,25747.16774,0,SP,2.057613169
FOXG_22047,A0A0N8H7M9,0.6241,0.14,0.0009712,78410,Neonectria ditissima,0.708,Apoplastic,uniprot50,0.186046512,0.363636364,13397.13894,0,SP,3.305785124
FOXG_17307,A0A175VZF5,0.624,0.486,5.48E-14,100816,Madurella mycetomatis,0.931,Apoplastic,proteome,0.32962963,0.62745098,28428.71634,0,SP,3.717472119
FOXG_12469,A0A2J6QI93,0.6231,0.182,0.0001877,2082293,Hyaloscypha hepaticicola,0.58,Apoplastic,uniprot50,0.192429022,0.272727273,32525.28074,0,SP,2.208201893
FOXG_17307,A0A175W7W2,0.6223,0.686,2.91E-42,100816,Madurella mycetomatis,0.931,Apoplastic,proteome,0.694444444,0.697211155,27204.99884,0,SP,2.777777778
FOXG_12469,A0A067MIN1,0.6221,0.164,0.0001121,930990,Botryobasidium botryosum FD-172 SS1,0.58,Apoplastic,uniprot50,0.208510638,0.222222222,12484.12864,0,SP,5.084745763
FOXG_14570,A0A2T4CH24,0.6221,0.254,0.0003238,983965,Trichoderma longibrachiatum ATCC 18648,0.861,Cytoplasmic,uniprot50,0.18729097,0.25,34234.36694,0,NO_SP,1
FOXG_12469,A0A074YIK5,0.6219,0.167,0.0001275,1043005,Aureobasidium subglaciale EXF-2481,0.58,Apoplastic,uniprot50,0.181818182,0.5,35285.56734,0,SP,7.624633431
FOXG_22047,A0A409WNZ9,0.6216,0.189,0.0002593,231916,Gymnopilus dilepis,0.708,Apoplastic,uniprot50,0.162790698,0.363636364,13275.07984,0,SP,3.100775194
FOXG_22047,A0A6A6TI25,0.6216,0.136,0.0005179,1314788,Lophiostoma macrostomum CBS 122681,0.708,Apoplastic,uniprot50,0.204724409,0.352941176,11800.86254,0,NO_SP,5.504587156
FOXG_14069,A0A0C4ETD8,0.621,0.251,0.0001176,630390,Puccinia triticina 1-1 BBBD Race 1,0.573,Apoplastic,uniprot50,0.195071869,0.322580645,49673.14744,1,SP,2.057613169
FOXG_15875,A0A409XSN2,0.6208,0.151,0.0004042,93625,Psilocybe cyanescens,0.803,Apoplastic,uniprot50,0.184,0.242424242,13250.91054,0,SP,7.142857143
FOXG_20914,A0A0J9VHW5,0.6203,0.178,0.0001492,426428,Fusarium oxysporum f. sp. lycopersici 4287,0.5915,Apoplastic/cytoplasmic,uniprot50,0.157175399,0.303030303,49998.68364,0,NO_SP,2.050113895
FOXG_20914,A0A175W4H2,0.6195,0.243,0.0001025,100816,Madurella mycetomatis,0.5915,Apoplastic/cytoplasmic,proteome,0.146067416,0.375,59842.40884,0,NO_SP,1.291512915
